Date,Exchange_Rate
2021-10,7.73369
2021-10,7.72995
2021-10,7.72931
2021-10,7.73116
2021-10,7.73216
2021-10,7.73128
2021-10,7.73128
2021-10,7.73128
2021-10,7.72898
2021-10,7.72898
2021-10,7.73177
2021-10,7.72891
2021-10,7.73147
2021-10,7.73147
2021-10,7.73147
2021-10,7.73017
2021-10,7.72756
2021-10,7.72756
2021-10,7.72975
2021-10,7.73264
2021-10,7.73264
2021-10,7.73264
2021-10,7.72948
2021-10,7.72908
2021-10,7.73331
2021-10,7.73647
2021-10,7.73464
2021-10,7.73464
2021-10,7.73464
2021-11,7.73464
2021-11,7.73554
2021-11,7.73091
2021-11,7.73206
2021-11,7.73221
2021-11,7.73221
2021-11,7.73221
2021-11,7.72991
2021-11,7.72837
2021-11,7.72687
2021-11,7.72750
2021-11,7.73171
2021-11,7.73171
2021-11,7.73171
2021-11,7.72977
2021-11,7.72696
2021-11,7.73290
2021-11,7.73088
2021-11,7.73298
2021-11,7.73298
2021-11,7.73298
2021-11,7.72540
2021-11,7.72921
2021-11,7.73146
2021-11,7.73144
2021-11,7.73483
2021-11,7.73483
2021-11,7.73483
2021-11,7.73149
2021-11,7.73058
2021-12,7.73219
2021-12,7.73080
2021-12,7.73654
2021-12,7.73654
2021-12,7.73654
2021-12,7.72819
2021-12,7.72825
2021-12,7.73170
2021-12,7.72860
2021-12,7.73244
2021-12,7.73244
2021-12,7.73244
2021-12,7.72760
2021-12,7.72471
2021-12,7.72525
2021-12,7.72374
2021-12,7.72464
2021-12,7.72464
2021-12,7.72464
2021-12,7.72210
2021-12,7.71769
2021-12,7.72082
2021-12,7.71827
2021-12,7.71628
2021-12,7.71628
2021-12,7.71628
2021-12,7.71628
2021-12,7.72447
2021-12,7.71924
2021-12,7.71912
2021-12,7.71912
